record_id,youtube_id,status,source_card_rel,problems_supported,contradictions_or_limits,candidate_chapters,disposition,rationale,reviewed_at
school-of-hard-knocks/hard-knocks-interviews/099-3K43YBxUp0I,3K43YBxUp0I,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/100-ZHFNlM0xG4U,ZHFNlM0xG4U,focused-close-read,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_04_ownership_and_control.md,skill-to-ownership;facility economics;property;professional duty;life priorities,"Facility and referral ownership can create operating burden concentration and professional conflicts and should not become a universal own-everything rule.",10;14;22,integrate-narrative-spine,"Retain the surgeon's distinction between wages and owned productive systems while naming the duties and eventual liquidity choice.",2026-08-25
school-of-hard-knocks/hard-knocks-interviews/101-BP548td2dds,BP548td2dds,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/102-yOSsd1Tpno4,yOSsd1Tpno4,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/103-jJxwJhdKb1s,jJxwJhdKb1s,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/104-7Cxfg0N_MUw,7Cxfg0N_MUw,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/105-H1Dt1Pz-B4g,H1Dt1Pz-B4g,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/106-FLgy1LvYTDI,FLgy1LvYTDI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/107-bmQRL82f-5I,bmQRL82f-5I,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/108-oRqUthcMi6I,oRqUthcMi6I,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/109-efJj9j2NRJg,efJj9j2NRJg,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/110-lAOliWexJgo,lAOliWexJgo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/111-O_FWBldliEo,O_FWBldliEo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/112-C2lgZOIPp8c,C2lgZOIPp8c,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/113-1m7ERHu13sc,1m7ERHu13sc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/114-3G79t-mcgJ8,3G79t-mcgJ8,focused-close-read,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_02_customer_evidence.md,decision-maker discovery;problem consequence;pilot commitment;MVP,"Pilot interest is not payment or retention; an early product must still meet safety privacy and legal duties.",5;6;8,integrate-narrative-spine,"Retain Abraham's sequence and place it on the evidence ladder rather than treating a pilot as final validation.",2026-08-25
school-of-hard-knocks/hard-knocks-interviews/115-w1bpdHouHpI,w1bpdHouHpI,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/117-Kq4nx8DLrpY,Kq4nx8DLrpY,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/118-MtvcqGNGev8,MtvcqGNGev8,focused-close-read,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_02_customer_evidence.md,sales evidence;sunk cost;customer conversations;repeatability,"Sales are not the only indicator; one sale does not prove retention margin safety or scale.",5;6;8;11;12,integrate-narrative-counterclaim,"Use Meroff's paid-demand test while explicitly narrowing what one transaction establishes.",2026-08-25
school-of-hard-knocks/hard-knocks-interviews/119-3aG9DVb6vBs,3aG9DVb6vBs,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/120-Iw7huxwfHRM,Iw7huxwfHRM,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/121-RGt99we0cGA,RGt99we0cGA,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/122-_wo0ox2mSjc,_wo0ox2mSjc,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/123-uf0Or7n8_bU,uf0Or7n8_bU,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/124-O_pe_5L769E,O_pe_5L769E,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/125-RI8aZSK1Nr4,RI8aZSK1Nr4,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/126-Kl2_ddXq0QU,Kl2_ddXq0QU,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/127-94KT6kW4qQ0,94KT6kW4qQ0,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/128-bFnlLPuGoIM,bFnlLPuGoIM,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/129-fEX1Oy51iJs,fEX1Oy51iJs,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/130-48TQYZOgE1s,48TQYZOgE1s,close-read,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_01_rich_and_enough.md,scarcity relief;bill security;diminishing consumption returns,"Duplicate of source 132; company transaction is not personal proceeds; no universal threshold.",1;23,integrate-narrative-spine,"Retain Boyd's poverty-to-security distinction as the human center and count it only once.",2026-08-25
school-of-hard-knocks/hard-knocks-interviews/131-8GgL-uvICKY,8GgL-uvICKY,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/132-MQv7Te8VmYI,MQv7Te8VmYI,focused-close-read,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/dynamic_book/editorial/v3/source_cards/problem_03_growth_and_cash.md,expense multiplication;frugality;growth pacing;ownership,Venture-capital rejection helped in hindsight but could have constrained survival and the reported ownership requires attribution.,11;12;15,integrate-growth-counterclaim,Use Boyd's warning that expenses multiply with scale and distinguish controlled growth from a universal bootstrap prescription.,2026-08-25
school-of-hard-knocks/hard-knocks-interviews/133-BT6YGOROV6c,BT6YGOROV6c,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/134-TpVlJpiV6U8,TpVlJpiV6U8,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/135-8M5QEOicQKQ,8M5QEOicQKQ,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/136-Q0cgOMI5gn0,Q0cgOMI5gn0,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/137-LdMyHHbDdaM,LdMyHHbDdaM,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/138-cttsP_8MjEo,cttsP_8MjEo,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/139-67T9EMIvOlA,67T9EMIvOlA,inventory-verified,,,,,pending-substantive-read,,
school-of-hard-knocks/hard-knocks-interviews/140-jR6g__ogNkc,jR6g__ogNkc,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/001-WQui_3Hpmmc,WQui_3Hpmmc,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/002-QbosMr2JVrc,QbosMr2JVrc,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/003-Iij2mpilSJo,Iij2mpilSJo,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/004-_B_24GUWdSM,_B_24GUWdSM,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/005-qfK9rCDCicE,qfK9rCDCicE,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/006-wRdx7kVNQ_E,wRdx7kVNQ_E,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/007-3EzdvkRgToY,3EzdvkRgToY,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/008-3Ir6sbDAx4c,3Ir6sbDAx4c,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/009-78_GRGjlL6E,78_GRGjlL6E,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/010-y_IMH8erqds,y_IMH8erqds,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/011-chSHqogx2CI,chSHqogx2CI,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/012-W2BURItNYmI,W2BURItNYmI,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/013-1mDL1fKEVZM,1mDL1fKEVZM,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/014-72qUcUAtRZc,72qUcUAtRZc,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/015-rxHu93YzHpc,rxHu93YzHpc,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/016-vucQ8ila814,vucQ8ila814,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/017-VkUEWUxI6u0,VkUEWUxI6u0,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/018-_SpIaGTq0u8,_SpIaGTq0u8,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/019-2yycGEFCNYE,2yycGEFCNYE,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/020-txTaBKZ8qrs,txTaBKZ8qrs,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/021-kAl8DezwLAE,kAl8DezwLAE,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/022-YAO0St7mPQM,YAO0St7mPQM,inventory-verified,,,,,pending-substantive-read,,
yale-financial-markets/023-2_pDTWgJg94,2_pDTWgJg94,inventory-verified,,,,,pending-substantive-read,,
