source_id,title,youtube_id,transcript_rel,subtitle_rel,chapter_rel,video_rel,video_exists,transcript_words,transcript_sha256,last_timestamp,analysis_exists,narrative_map_exists,visual_notes_exists,figure_notes_exists,memory_fragment_exists,existing_book_mentions
78,Asking Millionaire Golfers How They Got RICH!,9FZ7chhIfUM,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/078 - Asking Millionaire Golfers How They Got RICH! [9FZ7chhIfUM].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/078 - Asking Millionaire Golfers How They Got RICH! [9FZ7chhIfUM].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_78,lazyearn/school-of-hard-knocks/hard-knocks-interviews/078 - Asking Millionaire Golfers How They Got RICH! [9FZ7chhIfUM].mkv,yes,2933,0b839607201ac4014a279ffc1d74dbd1ddf1534d6bf5943ba4f17edc3fb792a5,"00:12:00,020",yes,yes,yes,yes,yes,2
79,Asking Atlanta Millionaires How They Got RICH!,2tRPK9s4p5k,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/079 - Asking Atlanta Millionaires How They Got RICH! [2tRPK9s4p5k].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/079 - Asking Atlanta Millionaires How They Got RICH! [2tRPK9s4p5k].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_79,lazyearn/school-of-hard-knocks/hard-knocks-interviews/079 - Asking Atlanta Millionaires How They Got RICH! [2tRPK9s4p5k].webm,yes,3359,d7e790ffc8fffd2d2d31e584813bfae243f599822fcfb80a4272e0bf434b5b45,"00:13:07,579",yes,yes,yes,yes,yes,3
80,Asking Millionaires How They Got RICH! (New York City),PFvRtVvP-Bo,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/080 - Asking Millionaires How They Got RICH! (New York City) [PFvRtVvP-Bo].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/080 - Asking Millionaires How They Got RICH! (New York City) [PFvRtVvP-Bo].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_80,lazyearn/school-of-hard-knocks/hard-knocks-interviews/080 - Asking Millionaires How They Got RICH! (New York City) [PFvRtVvP-Bo].webm,yes,3087,d37dfb2e5cb9310fd86d786227b83ec5693192ad6d5dc9d25b89d313e54e37bd,"00:11:59,339",yes,yes,yes,yes,yes,4
81,Asking Supercar Owners How They Got RICH! (Las Vegas),n3_QuKa208w,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/081 - Asking Supercar Owners How They Got RICH! (Las Vegas) [n3_QuKa208w].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/081 - Asking Supercar Owners How They Got RICH! (Las Vegas) [n3_QuKa208w].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_81,lazyearn/school-of-hard-knocks/hard-knocks-interviews/081 - Asking Supercar Owners How They Got RICH! (Las Vegas) [n3_QuKa208w].webm,yes,3893,93c832ce074e380f65bcb03ba31e17003fc1472101d420ef8906b01eee00ea82,"00:14:39,640",yes,yes,yes,yes,yes,2
82,I Asked Californian Millionaires How Much Money They LOST,6WweLDK6oiY,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/082 - I Asked Californian Millionaires How Much Money They LOST [6WweLDK6oiY].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/082 - I Asked Californian Millionaires How Much Money They LOST [6WweLDK6oiY].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_82,lazyearn/school-of-hard-knocks/hard-knocks-interviews/082 - I Asked Californian Millionaires How Much Money They LOST [6WweLDK6oiY].webm,yes,3239,9cef480a67f40c0f8b90dbde4806816e818b41a1fe7e73a61c00fc120ea3be6b,"00:12:40,660",yes,yes,yes,yes,yes,7
83,I Asked Miami Millionaires How They Got Rich,ZFkKWGnm1PA,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/083 - I Asked Miami Millionaires How They Got Rich [ZFkKWGnm1PA].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/083 - I Asked Miami Millionaires How They Got Rich [ZFkKWGnm1PA].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_83,lazyearn/school-of-hard-knocks/hard-knocks-interviews/083 - I Asked Miami Millionaires How They Got Rich [ZFkKWGnm1PA].webm,yes,4579,82954a5f25a33a14f86c1aa318f1aaa4e925509886fb87e588f4162b2e086265,"00:17:10,139",yes,yes,yes,yes,yes,3
84,Asking Luxury Shoppers How They Got RICH! (Dallas),ts5-LCzCUuE,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/084 - Asking Luxury Shoppers How They Got RICH! (Dallas) [ts5-LCzCUuE].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/084 - Asking Luxury Shoppers How They Got RICH! (Dallas) [ts5-LCzCUuE].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_84,lazyearn/school-of-hard-knocks/hard-knocks-interviews/084 - Asking Luxury Shoppers How They Got RICH! (Dallas) [ts5-LCzCUuE].webm,yes,3416,ce451209c9654cc8f2637567e520eedb6dff4b7e0095df1dc93ddad863b1e4ab,"00:13:04,680",yes,yes,yes,yes,yes,6
85,Asking Yacht Owners How They Got RICH!,hRFCQAIa0gA,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/085 - Asking Yacht Owners How They Got RICH! [hRFCQAIa0gA].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/085 - Asking Yacht Owners How They Got RICH! [hRFCQAIa0gA].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_85,lazyearn/school-of-hard-knocks/hard-knocks-interviews/085 - Asking Yacht Owners How They Got RICH! [hRFCQAIa0gA].webm,yes,3702,635dc2e00a5cf377a06c38a246dc4b873434e8070892f9177103eec126f05331,"00:14:08,620",yes,yes,yes,yes,yes,3
87,Asking Holiday Shoppers How They Got RICH!,eSkosEaDnDw,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/087 - Asking Holiday Shoppers How They Got RICH! [eSkosEaDnDw].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/087 - Asking Holiday Shoppers How They Got RICH! [eSkosEaDnDw].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_87,lazyearn/school-of-hard-knocks/hard-knocks-interviews/087 - Asking Holiday Shoppers How They Got RICH! [eSkosEaDnDw].webm,yes,3057,316a64c0348604055587b597b942e9e79e21f2628a31b98683838555bfc80005,"00:11:55,197",yes,yes,yes,yes,yes,4
88,Asking Texas Millionaires How They Got RICH!,exeXKslPiDI,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/088 - Asking Texas Millionaires How They Got RICH! [exeXKslPiDI].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/088 - Asking Texas Millionaires How They Got RICH! [exeXKslPiDI].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_88,lazyearn/school-of-hard-knocks/hard-knocks-interviews/088 - Asking Texas Millionaires How They Got RICH! [exeXKslPiDI].mkv,yes,2915,6e13e5a8c5c9cc3d49b1ca212e8c996eb22ce25fa1effb98e269405c66962238,"00:12:09,480",yes,yes,yes,yes,yes,9
89,Asking Miami Millionaires How to Get RICH!,BaxpJArMn9Y,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/089 - Asking Miami Millionaires How to Get RICH! [BaxpJArMn9Y].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/089 - Asking Miami Millionaires How to Get RICH! [BaxpJArMn9Y].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_89,lazyearn/school-of-hard-knocks/hard-knocks-interviews/089 - Asking Miami Millionaires How to Get RICH! [BaxpJArMn9Y].webm,yes,3443,d0111d1bda7fdc44362a38e08a5681ba1be688603e0bbd32f4f737bc237253e9,"00:14:17,501",yes,yes,yes,yes,yes,8
90,How He Built A $200 Million⧸Year Security Company,prPvzJwgHqg,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/090 - How He Built A $200 Million⧸Year Security Company [prPvzJwgHqg].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/090 - How He Built A $200 Million⧸Year Security Company [prPvzJwgHqg].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_90,lazyearn/school-of-hard-knocks/hard-knocks-interviews/090 - How He Built A $200 Million⧸Year Security Company [prPvzJwgHqg].webm,yes,3898,5db733cc615822d1fe017eb6dca5cb5152e7b06a0fab4cf8c3d67453ec477427,"00:15:41,280",yes,yes,yes,yes,yes,5
91,Asking Millionaires How They Got RICH! (Scottsdale),nReWQdfRSC8,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/091 - Asking Millionaires How They Got RICH! (Scottsdale) [nReWQdfRSC8].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/091 - Asking Millionaires How They Got RICH! (Scottsdale) [nReWQdfRSC8].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_91,lazyearn/school-of-hard-knocks/hard-knocks-interviews/091 - Asking Millionaires How They Got RICH! (Scottsdale) [nReWQdfRSC8].webm,yes,3372,33340300687363a0ecca7d5a74996f890a9c20bb7c790113de284d0c3b8e1ad3,"00:12:22,760",yes,yes,yes,yes,yes,11
92,Asking Calabasas Millionaires How They Got RICH!,kJ7HiO27n1g,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/092 - Asking Calabasas Millionaires How They Got RICH! [kJ7HiO27n1g].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/092 - Asking Calabasas Millionaires How They Got RICH! [kJ7HiO27n1g].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_92,lazyearn/school-of-hard-knocks/hard-knocks-interviews/092 - Asking Calabasas Millionaires How They Got RICH! [kJ7HiO27n1g].mkv,yes,2333,0bb409fcb93eda9f4c480519d279d43c46a367c782e031bb57912740aa6021ee,"00:09:13,819",yes,yes,yes,yes,yes,3
93,Asking Millionaire Homeowners How They Got Rich,_5yi6XW4Av8,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/093 - Asking Millionaire Homeowners How They Got Rich [_5yi6XW4Av8].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/093 - Asking Millionaire Homeowners How They Got Rich [_5yi6XW4Av8].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_93,lazyearn/school-of-hard-knocks/hard-knocks-interviews/093 - Asking Millionaire Homeowners How They Got Rich [_5yi6XW4Av8].webm,yes,2890,f31de4060dca19ebc537074124ce5858d24b3a6c37dae4dbe4fb879a756511b0,"00:12:13,459",yes,yes,yes,yes,yes,5
94,Asking Orlando Millionaire’s How They Got RICH!,YU_58awAISY,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/094 - Asking Orlando Millionaire’s How They Got RICH! [YU_58awAISY].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/094 - Asking Orlando Millionaire’s How They Got RICH! [YU_58awAISY].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_94,lazyearn/school-of-hard-knocks/hard-knocks-interviews/094 - Asking Orlando Millionaire’s How They Got RICH! [YU_58awAISY].webm,yes,2895,e700a1cf7b68cb47078f085da2b93f0df06db067052c075fddbb2f48af0a72ae,"00:10:23,400",yes,yes,yes,yes,yes,3
95,Asking Beverly Hills Millionaires How They Got RICH!,xe3GmH-mBQI,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/095 - Asking Beverly Hills Millionaires How They Got RICH! [xe3GmH-mBQI].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/095 - Asking Beverly Hills Millionaires How They Got RICH! [xe3GmH-mBQI].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_95,lazyearn/school-of-hard-knocks/hard-knocks-interviews/095 - Asking Beverly Hills Millionaires How They Got RICH! [xe3GmH-mBQI].webm,yes,3442,d5f27605a08612f940512d121fc49e0ef68766f8931e793e4aeb99da14014938,"00:13:13,360",yes,yes,yes,yes,yes,10
96,Asking A 27 Year Old How to Make $300 Million,V6I3R5Z-YZI,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/096 - Asking A 27 Year Old How to Make $300 Million [V6I3R5Z-YZI].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/096 - Asking A 27 Year Old How to Make $300 Million [V6I3R5Z-YZI].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_96,lazyearn/school-of-hard-knocks/hard-knocks-interviews/096 - Asking A 27 Year Old How to Make $300 Million [V6I3R5Z-YZI].mkv,yes,4865,7201e66e771433d9a9f7718d73cce5d588279e22791636c9b50094fcde8e0250,"00:20:52,458",yes,yes,yes,yes,yes,10
97,Asking Supercar Owners How They Got RICH!,G2kqG3kDdGo,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/097 - Asking Supercar Owners How They Got RICH! [G2kqG3kDdGo].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/097 - Asking Supercar Owners How They Got RICH! [G2kqG3kDdGo].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_97,lazyearn/school-of-hard-knocks/hard-knocks-interviews/097 - Asking Supercar Owners How They Got RICH! [G2kqG3kDdGo].webm,yes,4385,fad18b24feaa013ef15aae900fb3e027d593ce2d059345162d2d12d9fc28730f,"00:16:15,199",yes,yes,yes,yes,yes,10
98,Asking Millionaires How They Got RICH! (Austin),pBjoezYFA0Y,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/098 - Asking Millionaires How They Got RICH! (Austin) [pBjoezYFA0Y].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/098 - Asking Millionaires How They Got RICH! (Austin) [pBjoezYFA0Y].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_98,lazyearn/school-of-hard-knocks/hard-knocks-interviews/098 - Asking Millionaires How They Got RICH! (Austin) [pBjoezYFA0Y].webm,yes,3505,8d1941e3ccb5f3498e08355ade90243183dbd5ae359c51cb0edf5d82df8b0302,"00:14:16,680",yes,yes,yes,yes,yes,1
99,Meet The Most Interesting Man On The Planet,3K43YBxUp0I,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/099 - Meet The Most Interesting Man On The Planet [3K43YBxUp0I].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/099 - Meet The Most Interesting Man On The Planet [3K43YBxUp0I].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_99,lazyearn/school-of-hard-knocks/hard-knocks-interviews/099 - Meet The Most Interesting Man On The Planet [3K43YBxUp0I].webm,yes,3932,d23e4a86390804fcdf5175759040846d4e14f9a1dc1368f0e964dbb638de97f2,"00:19:12,568",yes,yes,yes,yes,yes,8
100,Asking Luxury Shoppers How They Got RICH! (Miami),ZHFNlM0xG4U,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/100 - Asking Luxury Shoppers How They Got RICH! (Miami) [ZHFNlM0xG4U].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/100 - Asking Luxury Shoppers How They Got RICH! (Miami) [ZHFNlM0xG4U].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_100,lazyearn/school-of-hard-knocks/hard-knocks-interviews/100 - Asking Luxury Shoppers How They Got RICH! (Miami) [ZHFNlM0xG4U].webm,yes,3880,406b5c37f884211932f526f0f5c530e98575bb7a3bdd167bed74a88180fc4a25,"00:15:17,800",yes,yes,yes,yes,yes,8
101,Asking Millionaires How They Got RICH! (Miami),BP548td2dds,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/101 - Asking Millionaires How They Got RICH! (Miami) [BP548td2dds].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/101 - Asking Millionaires How They Got RICH! (Miami) [BP548td2dds].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_101,lazyearn/school-of-hard-knocks/hard-knocks-interviews/101 - Asking Millionaires How They Got RICH! (Miami) [BP548td2dds].webm,yes,4334,70e66af4b7a377b85bf1e4e5e41c960128fc56e49784214588a36ed356f9d515,"00:18:11,040",yes,yes,yes,yes,yes,12
102,Young Entrepreneur Interviews Billionaire Grant Cardone,yOSsd1Tpno4,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/102 - Young Entrepreneur Interviews Billionaire Grant Cardone [yOSsd1Tpno4].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/102 - Young Entrepreneur Interviews Billionaire Grant Cardone [yOSsd1Tpno4].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_102,lazyearn/school-of-hard-knocks/hard-knocks-interviews/102 - Young Entrepreneur Interviews Billionaire Grant Cardone [yOSsd1Tpno4].webm,yes,9439,d318a6ab0afab3a0c4697e3ac45f98979a14178765a8560f414fcc68648dc80c,"00:44:28,704",yes,yes,yes,yes,yes,6
103,Asking Millionaires How They Got RICH! (Dallas),jJxwJhdKb1s,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/103 - Asking Millionaires How They Got RICH! (Dallas) [jJxwJhdKb1s].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/103 - Asking Millionaires How They Got RICH! (Dallas) [jJxwJhdKb1s].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_103,lazyearn/school-of-hard-knocks/hard-knocks-interviews/103 - Asking Millionaires How They Got RICH! (Dallas) [jJxwJhdKb1s].webm,yes,3719,15190b75e307984765ca6ff553ca0e3205fb7cb90455da5b22310478a91f545b,"00:14:51,940",yes,yes,yes,yes,yes,6
104,From $0 To $12M A Year At 26Years Old. Here’s How,7Cxfg0N_MUw,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/104 - From $0 To $12M A Year At 26Years Old. Here’s How [7Cxfg0N_MUw].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/104 - From $0 To $12M A Year At 26Years Old. Here’s How [7Cxfg0N_MUw].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_104,lazyearn/school-of-hard-knocks/hard-knocks-interviews/104 - From $0 To $12M A Year At 26Years Old. Here’s How [7Cxfg0N_MUw].webm,yes,1871,7dd1c1d2cfbe8f1ab15280c923faefad7cf661d7935389bb9503881c03d4da38,"00:08:13,000",yes,yes,yes,yes,yes,8
105,Asking Millionaire Homeowners How They Got Rich,H1Dt1Pz-B4g,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/105 - Asking Millionaire Homeowners How They Got Rich [H1Dt1Pz-B4g].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/105 - Asking Millionaire Homeowners How They Got Rich [H1Dt1Pz-B4g].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_105,lazyearn/school-of-hard-knocks/hard-knocks-interviews/105 - Asking Millionaire Homeowners How They Got Rich [H1Dt1Pz-B4g].webm,yes,3828,306a1078d30d40a4cf3f0936a7193c441349589e0ed456a887a20edbaf4825fc,"00:15:34,378",yes,yes,yes,yes,yes,4
106,Asking Millionaires How They Got RICH! (Houston),FLgy1LvYTDI,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/106 - Asking Millionaires How They Got RICH! (Houston) [FLgy1LvYTDI].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/106 - Asking Millionaires How They Got RICH! (Houston) [FLgy1LvYTDI].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_106,lazyearn/school-of-hard-knocks/hard-knocks-interviews/106 - Asking Millionaires How They Got RICH! (Houston) [FLgy1LvYTDI].mkv,yes,3007,0b58e51555f461e895177649acc18b11cdb370547e79b8e13d25eebd22f6f65f,"00:11:56,980",yes,yes,yes,yes,yes,6
107,6 Questions With A Public CEO,bmQRL82f-5I,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/107 - 6 Questions With A Public CEO [bmQRL82f-5I].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/107 - 6 Questions With A Public CEO [bmQRL82f-5I].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_107,lazyearn/school-of-hard-knocks/hard-knocks-interviews/107 - 6 Questions With A Public CEO [bmQRL82f-5I].mkv,yes,3849,d824a0565ec8457def98c49d6d066601147a0e36567173a50d81630aa60ddf25,"00:20:29,460",yes,yes,yes,yes,yes,4
108,The Single Skill That Built His $100M Year Business,oRqUthcMi6I,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/108 - The Single Skill That Built His $100M Year Business [oRqUthcMi6I].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/108 - The Single Skill That Built His $100M Year Business [oRqUthcMi6I].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_108,lazyearn/school-of-hard-knocks/hard-knocks-interviews/108 - The Single Skill That Built His $100M Year Business [oRqUthcMi6I].mkv,yes,3080,f809fa7412437b76b94beab0a85694401b2331f276633795bbca48d404f69e3d,"00:14:53,760",yes,yes,yes,yes,yes,4
109,Asking Miami Luxury Shoppers How They Got Rich,efJj9j2NRJg,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/109 - Asking Miami Luxury Shoppers How They Got Rich [efJj9j2NRJg].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/109 - Asking Miami Luxury Shoppers How They Got Rich [efJj9j2NRJg].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_109,lazyearn/school-of-hard-knocks/hard-knocks-interviews/109 - Asking Miami Luxury Shoppers How They Got Rich [efJj9j2NRJg].mkv,yes,2849,8cbc33e84c4d00f937fc77d4359e4ae86cc099c10988c4d3102bd2150a7bdc52,"00:11:59,360",yes,yes,yes,yes,yes,5
110,He Turned $100k Into $25M,lAOliWexJgo,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/110 - He Turned $100k Into $25M [lAOliWexJgo].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/110 - He Turned $100k Into $25M [lAOliWexJgo].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_110,lazyearn/school-of-hard-knocks/hard-knocks-interviews/110 - He Turned $100k Into $25M [lAOliWexJgo].webm,yes,4320,6c33df7bf7a3d4be91f24dcfa11e9d0f5ac62b5b7b15f4630f701890a0a95872,"00:17:15,460",yes,yes,yes,yes,yes,7
111,Asking Miami Millionaires How They Got Rich,O_FWBldliEo,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/111 - Asking Miami Millionaires How They Got Rich [O_FWBldliEo].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/111 - Asking Miami Millionaires How They Got Rich [O_FWBldliEo].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_111,lazyearn/school-of-hard-knocks/hard-knocks-interviews/111 - Asking Miami Millionaires How They Got Rich [O_FWBldliEo].mkv,yes,3560,7937f1a5c40439f47b4f0ac9fe1eec12a95ac9ec1829cef31ce7051a27ac24e8,"00:14:43,780",yes,yes,yes,yes,yes,8
112,Asking Orlando Millionaires How They Got Rich,C2lgZOIPp8c,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/112 - Asking Orlando Millionaires How They Got Rich [C2lgZOIPp8c].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/112 - Asking Orlando Millionaires How They Got Rich [C2lgZOIPp8c].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_112,lazyearn/school-of-hard-knocks/hard-knocks-interviews/112 - Asking Orlando Millionaires How They Got Rich [C2lgZOIPp8c].mkv,yes,3230,6fcc23aa07836328246b26e2113de7fb297489eb4f8f91532f8ffc4e8ed833a4,"00:12:43,140",yes,yes,yes,yes,yes,5
113,"Asking Strangers How Much MONEY They Make (Austin, Texas)",1m7ERHu13sc,"markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/113 - Asking Strangers How Much MONEY They Make (Austin, Texas) [1m7ERHu13sc].md","subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/113 - Asking Strangers How Much MONEY They Make (Austin, Texas) [1m7ERHu13sc].srt",generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_113,"lazyearn/school-of-hard-knocks/hard-knocks-interviews/113 - Asking Strangers How Much MONEY They Make (Austin, Texas) [1m7ERHu13sc].mkv",yes,2864,c79c8622653ee336690ef0d00b5f9416c58f5854f9f24523f4c7bb7d66d85200,"00:11:00,180",yes,yes,yes,yes,yes,3
114,Asking A Tech Millionaire How To Start & Scale a Tech Company,3G79t-mcgJ8,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/114 - Asking A Tech Millionaire How To Start & Scale a Tech Company [3G79t-mcgJ8].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/114 - Asking A Tech Millionaire How To Start & Scale a Tech Company [3G79t-mcgJ8].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_114,lazyearn/school-of-hard-knocks/hard-knocks-interviews/114 - Asking A Tech Millionaire How To Start & Scale a Tech Company [3G79t-mcgJ8].webm,yes,3031,0e64355831d054e2f02d240c99e6355c2df8c2b262167f130940781dbef77323,"00:12:47,600",yes,yes,yes,yes,yes,2
115,Asking Denver Millionaires How Much Money They Make,w1bpdHouHpI,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/115 - Asking Denver Millionaires How Much Money They Make [w1bpdHouHpI].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/115 - Asking Denver Millionaires How Much Money They Make [w1bpdHouHpI].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_115,lazyearn/school-of-hard-knocks/hard-knocks-interviews/115 - Asking Denver Millionaires How Much Money They Make [w1bpdHouHpI].webm,yes,1845,a1bf0d4f77b23cf311ec3f81b97f606cca3ecdbcd4a838be9e2377994b6243cd,"00:07:07,220",yes,yes,yes,yes,yes,2
117,Asking Millionaires How They Got RICH! (Houston),Kq4nx8DLrpY,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/117 - Asking Millionaires How They Got RICH! (Houston) [Kq4nx8DLrpY].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/117 - Asking Millionaires How They Got RICH! (Houston) [Kq4nx8DLrpY].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_117,lazyearn/school-of-hard-knocks/hard-knocks-interviews/117 - Asking Millionaires How They Got RICH! (Houston) [Kq4nx8DLrpY].mkv,yes,2676,ffbd2888127f233a3766de6d529887935c2392b95ae619cb44941ef9869d769c,"00:09:50,100",yes,yes,yes,yes,yes,2
